model name,learning rate,dropout rate,activation function,best val loss,corres val acc,that epoch
Model_sigmoid_39,0.025208244442585504,0.5214528284403582,sigmoid,0.3963569775223732,0.8352877125387386,15
Model_tanh_0,0.005137064587614805,0.7962444027543447,tanh,0.8416072428226471,0.6107714213920764,0
Model_tanh_1,0.0098633724180857,0.3644250859724961,tanh,0.35015010088682175,0.8437473825278499,34
Model_tanh_2,0.049538362838085694,0.5951921922558984,tanh,0.4543047621846199,0.8546360666722506,27
Model_tanh_3,0.012225802421356112,0.6192410216572786,tanh,0.4612894132733345,0.8461345171287378,39
Model_tanh_4,0.029461985592636172,0.7086483116395828,tanh,0.5516819804906845,0.8567300443923277,72
Model_tanh_5,0.02934154571072103,0.4810019790150412,tanh,0.35068436712026596,0.8578607923611693,24
Model_tanh_6,0.04506539288905184,0.5233049390573496,tanh,0.37230902910232544,0.8523326911801659,32
Model_tanh_7,0.03782215881766451,0.7066504136114571,tanh,0.7425801008939743,0.6118602898065164,1
Model_tanh_8,0.018084615955189114,0.5104507641520629,tanh,0.3897920697927475,0.84483625094229,21
Model_tanh_9,0.03308648623617886,0.3227258278959278,tanh,0.31764620542526245,0.8644358824022113,28
Model_tanh_10,0.038862288883010736,0.7224240804815252,tanh,0.7778231352567673,0.5964486137867493,1
Model_tanh_11,0.021535857685321957,0.7532853692368346,tanh,0.8463895320892334,0.6810034341234609,3
Model_tanh_12,0.01599793737887956,0.29851493643687504,tanh,0.3195295184850693,0.8641008459669989,27
Model_tanh_13,0.010478752857209386,0.22572236211942917,tanh,0.31335068494081497,0.8617974704749142,20
Model_tanh_14,0.04108546366330047,0.5612205594805126,tanh,0.40141721069812775,0.8661529441326744,43
Model_tanh_15,0.028677715647543626,0.4983026641463895,tanh,0.3730548769235611,0.8629700979981573,42
Model_tanh_16,0.005809526646503152,0.6959805215115913,tanh,0.6534847170114517,0.8267442834408242,6
Model_tanh_17,0.012101891745343742,0.29319837637162516,tanh,0.32026612758636475,0.8618393500293157,25
Model_tanh_18,0.007737904122343847,0.26560789606883384,tanh,0.3288928419351578,0.8506156294497027,17
Model_tanh_19,0.04855495632504232,0.6530984408777512,tanh,0.504906915128231,0.8497361588072703,42
Model_tanh_20,0.010050391936322048,0.6498515293184719,tanh,0.5009070709347725,0.8357902671915571,25
Model_tanh_21,0.035244809269638126,0.2617994747471054,tanh,0.3269878178834915,0.8520395342993551,10
Model_tanh_22,0.03116951393724865,0.28892905092993276,tanh,0.31319598108530045,0.8569394421643354,19
Model_tanh_23,0.006692544557956787,0.5288088044915702,tanh,0.40488912910223007,0.8388893542172712,13
Model_tanh_24,0.016633528927480618,0.7744542734818125,tanh,0.8329138308763504,0.6363598291314181,2
Model_tanh_25,0.040972091542187596,0.3722411192612147,tanh,0.3269116207957268,0.8589915403300109,32
Model_tanh_26,0.016283020818573492,0.28119538737175687,tanh,0.32737457752227783,0.8592428176564202,27
Model_tanh_27,0.0304770218703971,0.7181256509520435,tanh,0.6118604987859726,0.8440824189630622,65
Model_tanh_28,0.03129350840865012,0.45814380959519624,tanh,0.36930402368307114,0.85652064662032,27
Model_tanh_29,0.019952938270911998,0.7717349656531418,tanh,0.8171573728322983,0.6370299020018427,2
Model_tanh_30,0.013657337711068935,0.7081022022580028,tanh,0.5715101361274719,0.841276488818159,53
Model_tanh_31,0.04762598439093441,0.2651175930497828,tanh,0.3086876720190048,0.8664042214590837,25
Model_tanh_32,0.018793988991643536,0.4831616444278548,tanh,0.35745953768491745,0.8579864310243739,36
Model_tanh_33,0.049883436577700724,0.21710795332255006,tanh,0.31860513240098953,0.862635061562945,32
Model_tanh_34,0.023448678115107233,0.7186466423343185,tanh,0.7556641399860382,0.5795292738085267,0
Model_tanh_35,0.007147083476228581,0.4366138597800393,tanh,0.3750663548707962,0.8474327833151856,20
Model_tanh_36,0.045623122261106944,0.6885036586527437,tanh,0.5363823175430298,0.8503224725688918,46
Model_tanh_37,0.00902920029960343,0.5071178202587263,tanh,0.3729214072227478,0.8578607923611693,31
Model_tanh_38,0.04191251318574566,0.5192806545260849,tanh,0.37318576127290726,0.8550129826618644,24
Model_tanh_39,0.015031040396201217,0.7327591785214942,tanh,0.7887612879276276,0.6516458664879806,2
Model_relu_0,0.04997752310130189,0.32303201414889826,relu,0.2927176430821419,0.8646452801742189,23
Model_relu_1,0.033468350634228136,0.5565554235666001,relu,0.2887607365846634,0.8713878884328671,60
Model_relu_2,0.03549206957056018,0.3405513508867909,relu,0.2929918020963669,0.8711366111064578,25
Model_relu_3,0.031302040264897586,0.6175107528276156,relu,0.29247934371232986,0.8702152609096239,50
Model_relu_4,0.025784288340528563,0.7914501300310419,relu,0.30587228387594223,0.859535974537231,64
Model_relu_5,0.005201816027841367,0.6408739017643265,relu,0.28883592784404755,0.8695033084847977,54
Model_relu_6,0.01021791371888439,0.23009130307854422,relu,0.28588172793388367,0.8739844208057627,30
Model_relu_7,0.014032809696183774,0.29166855555487536,relu,0.29275500029325485,0.8658597872518636,29
Model_relu_8,0.02628582870758674,0.5066307383829722,relu,0.2914862334728241,0.8639333277493928,41
Model_relu_9,0.04893978354582098,0.5679324105919594,relu,0.2880527377128601,0.8697964653656085,47
Model_relu_10,0.021168149112216653,0.4252856230740968,relu,0.2909653037786484,0.8712622497696625,46
Model_relu_11,0.012564511532993792,0.6846491884263304,relu,0.29504260420799255,0.8641008459669989,42
Model_relu_12,0.03721995590856381,0.33963903865610495,relu,0.2922116667032242,0.8689588742775777,30
Model_relu_13,0.011432174070292296,0.20335879718023964,relu,0.2874131053686142,0.8704665382360331,18
Model_relu_14,0.01920736090108886,0.22563378747729204,relu,0.2958396002650261,0.8637658095317866,14
Model_relu_15,0.038599217641848746,0.31402202228200476,relu,0.2954511269927025,0.8666973783398945,19
Model_relu_16,0.019344819647015687,0.32196581419632797,relu,0.28789930045604706,0.8719742021944886,25
Model_relu_17,0.032673659531574965,0.22104271206453324,relu,0.293452724814415,0.8649803166094313,15
Model_relu_18,0.02703918541120391,0.5104158310600061,relu,0.2923828661441803,0.8684144400703576,31
Model_relu_19,0.03399071266357257,0.4017108708759156,relu,0.29113487154245377,0.8682469218527515,34
Model_relu_20,0.04283152288934743,0.47255024102874543,relu,0.2883274778723717,0.8683725605159561,26
Model_relu_21,0.02993713389713761,0.3649932432791394,relu,0.2865791544318199,0.8723929977385041,36
Model_relu_22,0.028056826948644125,0.4371629317639147,relu,0.29057104140520096,0.8695451880391992,27
Model_relu_23,0.04287365855464863,0.6644342221249027,relu,0.2910296246409416,0.8665298601222883,67
Model_relu_24,0.021286396624738805,0.4340092977000979,relu,0.2881885915994644,0.868288801407153,31
Model_relu_25,0.04855867427680018,0.2531116079819781,relu,0.288447342813015,0.8715554066504733,27
Model_relu_26,0.02334632782422779,0.39666500687654616,relu,0.29013650864362717,0.8700058631376162,33
Model_relu_27,0.027652798875871794,0.20879069186543744,relu,0.29463665932416916,0.8645196415110143,15
Model_relu_28,0.017955027324238478,0.6656555935381894,relu,0.2893216609954834,0.8710528519976547,76
Model_relu_29,0.007776284918895968,0.6647358784663817,relu,0.2920186445116997,0.8672418125471145,62
Model_relu_30,0.012716103167531748,0.6038510303907134,relu,0.28857409954071045,0.8688751151687746,47
Model_relu_31,0.0441635174069593,0.23479647960898153,relu,0.29137735068798065,0.8691682720495854,27
Model_relu_32,0.03091398631673466,0.2002662234118613,relu,0.29051463305950165,0.8694195493759946,23
Model_relu_33,0.031021280810001106,0.21331222713703535,relu,0.2926618680357933,0.863723929977385,14
Model_relu_34,0.008676883318270295,0.26006916857746204,relu,0.28397171944379807,0.8709272133344501,22
Model_relu_35,0.022794408118963234,0.35974111769512795,relu,0.29173124581575394,0.868288801407153,26
Model_relu_36,0.02437900538852238,0.4141131030623302,relu,0.2906372994184494,0.8674512103191222,18
Model_relu_37,0.04286091472456822,0.48911921322926183,relu,0.2933432385325432,0.8658179076974621,22
Model_relu_38,0.04121561443643025,0.5233038239577915,relu,0.2883555069565773,0.8683725605159561,44
Model_relu_39,0.008302859683175342,0.6227463758350795,relu,0.28975198417901993,0.8679956445263423,49
